IES_ID;IES_NAME
3159;FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS
3160;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS
3161;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano
3162;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA
3163;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO
3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO
3165;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO
3166;INSTITUTO SUPERIOR DE EDUCAÇÃO DE IBIÚNA
3167;FACULDADE DE TECNOLOGIA ESTACIO DE SA DE BELO HORIZONTE
3168;FACULDADE DE TECNOLOGIA ESTACIO DE SA DE JUIZ DE FORA
3169;FACULDADE DE TECNOLOGIA IBTA CAMPINAS
3170;FACULDADES INTEGRADAS ASSOCIAÇÃO DE ENSINO DE SANTA CATARINA
3171;FACULDADE EQUIPE
3172;UNIVERSIDADE DO ESTADO DO AMAZONAS
3173;FACULDADE DE TECNOLOGIA DO COMÉRCIO
3174;INSTITUTO SUPERIOR DE EDUCACAO DE VINHEDO
3175;INSTITUTO SUPERIOR DE EDUCACAO DE TAQUARA
3176;INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE
3177;FACULDADE DE ADMINISTRAÇÃO DA FESPSP
3178;INSTITUTO DE EDUCAÇÃO SUPERIOR DE BARUERI
3179;FACULDADE DA CIDADE DE SÃO GONÇALO
3180;INSTITUTO SUPERIOR DE EDUCAÇÃO UNIÃO DAS AMÉRICAS
3181;FACULDADE DE DIREITO DE BOA VISTA
3182;CENTRO DE ENSINO SUPERIOR ARCANJO MIKAEL DE ARAPIRACA
3183;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE
3184;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA
3185;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE SAO VICENTE DO SUL
3186;FACULDADE DE SÃO ROQUE
3187;INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS
3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS
3189;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS
3190;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GARÇA
3191;INSTITUTO SUPERIOR DE EDUCACAO DE SANTA CATARINA
3192;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAJAZEIRAS
3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS
3194;FACULDADE DE MINAS BH
3195;FACULDADE VILA RICA
3196;FACULDADE PONTES E LACERDA
3197;FACULDADES DO PARECIS
3198;FACULDADE DE CIENCIAS HUMANAS DE IVAIPORA
3199;FANESF FACULDADE NACIONAL DE ENSINO SUPERIOR DA FAZENDA RIO GRANDE
3200;FANPINHAIS FACULDADE NACIONAL DE PINHAIS
3201;FACULDADE DE EDUCACAO E ENSINO SUPERIOR DO ABRANCHES
3202;FACULDADES AUGUSTUS
3203;INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN
3204;FACULDADE DE QUATRO MARCOS
3205;FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE
3206;INSTITUTO DO SABER
3207;FACULDADES DE CAFELANDIA
3208;FACULDADE AMERICA DO SUL
3209;FACULDADE DE ARAÇATUBA
3210;INSTITUTO EDUCACIONAL EVANGELICO DE ARAPONGAS
3211;FACDIPAR FACULDADE DE DIREITO DO PARANA
3212;INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER
3213;AFIMA
3214;FACULDADE EUROPEU DO RIO DE JANEIRO
3215;FACULDADE ENTRE RIOS DO PIAUÍ
3216;FACULDADE DE CIÊNCIAS DA BAHIA - FACIBA
3217;FACULDADE DE ENSINO SUPERIOR DO BRASIL
3218;FACULDADE DE CIENCIAS DA SAUDE DE PORTO ALEGRE
3219;FACULDADE EVANGELICA DE INDAIATUBA
3220;INSTITUTO NACIONAL DE EDUCACAO SUPERIOR DE EDUCACAO E CULTURA INESC
3221;FACULDADE DE ODONTOLOGIA DE MACAPA
3222;FACULDADE DE ODONTOLOGIA DE FORTALEZA
3223;ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE
3224;FACULDADE DE FARMÁCIA E BIOQUÍMICA
3225;FACULDADE DE ENFERMAGEM
3226;FACULDADE DE MEDICINA
3227;FACULDADE DE SISTEMA DE INFORMAÇÃO
3228;FACULDADE DE ADMINISTRAÇÃO
3229;FACULDADE DE TURISMO DE DUQUE DE CAXIAS
3230;FACULDADE LUIZ EDUARDO MAGALHÃES
3231;INSTITUTO SUPERIOR DE EDUCACAO PADRE ANCHIETA
3232;FACULDADE IGUAÇU
3233;FACULDADE AMERICA DO SUL
3234;URN FACULDADE DE ALAGOINHAS
3235;INSTITUTO SUPERIOR DE EDUCACAO JOAO PAULO PRIMEIRO
3236;INSITUTO DE TEOLOGIA DA DIOCESE DE SANTO ANDRE
3237;FACULDADE SENAC DE ADMINISTRACAO E NEGOCIOS
3238;FACULDADE DE ODONTOLOGIA
3239;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL SUL CATARINENSE S C LTDA
3240;INSTITUTO SUPERIOR DE EDUCACAO DE JUIZ DE FORA
3241;FACULDADE NACIONAL DE EDUCACAO E ENSINO SUPERIOR DO BRASIL
3242;FACULDADE ALFA BRASIL
3243;FACULDADE NACIONAL CAMPO LARGO
3244;FACULDADE DE GUARAPARI
3245;FACULDADE DE SENADOR CANEDO
3246;FACULDADE DE LINHARES
3247;FACULDADE VITORIA DO ESPIRITO SANTO
3248;FACULDADE DE DOMINGOS MARTINS
3249;FACULDADE PADRAO
3250;FACULDADE DE MORRINHOS
3251;FACULDADE DE VILA VELHA
3252;FACULDADE QUIRINÓPOLIS
3253;FACULDADE COSTA ESMERALDA ITAPEMA
3254;FACULDADE DE EDUCACAO E TEOLOGIA VIVA FATEV
3255;FACULDADE INPG
3256;INSTITUTO SUPERIOR DE ECOLOGIA HUMANA E DESENVOLVIMENTO SUSTENTAVEL ISEDS
3257;FAESSF FACULDADE DE ENSINO SUPERIOR SANTA FELICIDADE
3258;FACULDADE DE DIREITO DE RESENDE
3259;FACULDADES DO ICESP
3260;FACULDADE PRINCESA
3261;FACULDADE DE EDUCACAO E ENSINO SUPERIOR INTEGRAL
3262;FACULDADE DOM BOSCO DE GUARANIACU
3263;FACULDADE YVERDUN BRASILIA
3265;FACULDADE BATISTA IDA NELSON
3266;UNIDADE VOCACIONAL CIDADES UVC
3267;FACULDADE TADEU ARGOLO
3268;FACULDADE MADRE THAIS
3269;FACULDADE DE JUAZEIRO DO NORTE
3270;FACULDADE SÃO BENTO DA BAHIA
3271;FACULDADE QUASAR
3272;FACULDADE DE DIREITO DE PETROLINA
3273;FACULDADE DO RECIFE
3274;FACULDADE PSICOLOGIA
3275;FACULDADE JURIDICA DE SALVADOR
3276;FACULDADE FORTALEZA
3277;FACULDADE DE TECNOLOGIA PREVE
3278;FACULDADE DE TECNOLOGIA MARTINUS
3279;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS
3280;FACULDADE SAO JOSE
3281;FACULDADE DO DESENVOLVIMENTO DE FEIRA DE SANTANA
3282;FACULDADE PONTAL DO PARANAPANEMA
3283;INSTITUTO BRASILEIRO DE ZOOTECNOLOGIA
3284;ESCOLA SUPERIOR DE ADMINISTRACAO E NEGOCIOS
3285;FACULDADE SANTO ANTONIO
3286;FACULDADE DE MARABA
3287;FACULDADE DA ASSEDIPA
3288;FACULDADE GENESIS FAGEN
3289;FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS COSTA BRAGA
3290;INSTITUTO SUPERIOR DE EDUCAÇÃO DOS INCONFIDENTES
3291;FACULDADE DUARTE COELHO
3292;INSTITUTO SUPERIOR DE EDUCACAO DE CAETE
3293;FACULDADE DE TECNOLOGIA DIAMANTE
3294;FACULDADE DE TECNOLOGIA ENIAC-FAPI
3295;FACULDADE DE TECNOLOGIA SENAC FLORIANÓPOLIS
3296;FACULDADE DE TECNOLOGIA SENAC RIO
3297;CENTRO DE EDUCACAO TECNOLOGICA CHRISTUS
3298;FACULDADE DE TECNOLOGIA CAMOES
3299;FACULDADE DE TECNOLOGIA INFORMÁTICA
3300;FACULDADE DE TECNOLOGIA MICHEL
3301;FACULDADE DE TECNOLOGIA MAGISTER
3302;FACULDADE DE JUNQUEIRÓPOLIS
3303;FACULDADES INTEGRADAS MATO-GROSSENSES DE CIÊNCIAS SOCIAIS E HUMANAS
3304;FACULDADES INTEGRADAS DE PATOS
3305;FACULDADE PITAGORAS DE PSICOLOGIA
3306;FACULDADE DE TECNOLOGIA IPUC
3307;FACULDADE INED DE RIO CLARO
3308;FACULDADE DE TECNOLOGIA TERMOMECÂNICA
3309;FACULDADE DE TECNOLOGIA INTERNACIONAL
3310;FACULDADE DE TECNOLOGIA DA AMAZONIA
3311;FACULDADE DE TECNOLOGIA SÃO FRANCISCO
3312;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE RIO VERDE
3313;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE BAMBUI
3314;FACULDADE DE CIENCIAS GERENCIAIS DA FUNCEC
3315;INSTITUTO SUPERIOR DE EDUCACAO
3316;FACULDADE SUDOESTE PAULISTANO
3317;FACULDADE MASTER
3318;FACULDADE MASTER
3319;FACULDADE DE ENSINO SUPERIOR DE CATALÃO
3320;INSTITUTO DE TELEMARKETING E SERVICO AO CLIENTE LTDA
3321;FACIVALE FACULDADE INTERNACIONAL DO VALE DO IVAI
3322;FACULDADE POLITECNICA DE ATIBAIA
3323;INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS
3324;FACULDADE TALENTI
3325;FACULDADE COMUNITARIA DE CONTAGEM
3326;CENTRO SUPERIOR DE ESTUDOS JURIDICOS CARLOS DRUMMOND DE ANDRADE
3327;UNIPONTE FACULDADE DA MEIA PONTE
3328;CENTRO DE ESTUDOS SUPERIORES EM CIENCIAS DA SAUDE
3329;FACULDADE DE DIREITO DE PARA DE MINAS
3330;INSTITUTO DE LINGUA PORTUGUESA
3331;FAMOL FACULDADE MONTEIRO LOBATO
3332;FACULDADE DE TECNOLOGIA SENAC RIO
3333;FACULDADE DE TECNOLOGIA TECBRASIL
3334;FACULDADE DE TECNOLOGIA SÃO GONÇALO
3335;FACULDADE DE CIENCIAS E LETRAS DO NOROESTE DO PARANA FACIP
3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL
3337;FACULDADE DE TECNOLOGIA DE TERESINA
3338;INSTITUTO SUPERIOR DE EDUCACAO GETULIO VARGAS
3339;FACULDADE DE GETÚLIO VARGAS
3340;FACULDADE DE PAULISTA
3341;FACULDADES DE ALTO ARAGUAIA
3342;FACULDADE EVANGELICA DE CIENCIA FILOSOFICA E TEOLOGICA DO MARANHAO
3343;FACULDADES DO PARECIS FACCIS
3344;FACULDADE REGIONAL DE IRECE
3345;FACULDADE YVERDON DE GOIANIA
3346;FACULDADE YVERDON
3347;FACULDADE REGIONAL DE RIBEIRA DO POMBAL
3348;FACULDADE REGIONAL DE SERRINHA
3349;FACULDADE REGIONAL METROPOLITANA
3350;FACULDADE REGIONAL DE ALAGOINHAS
3351;INSTITUTO SUPERIOR DO NOROESTE PAULISTA
3352;FACULDADE REGIONAL DE SANTO AMARO
3353;FACULDADE RECON BAHIA EMPRESARIAL
3354;FACULDADE REGIONAL DE ILHEUS
3355;FACULDADE REGIONAL DE SAO FELIX
3356;INSTITUTO TEOLOGICO DE SANTA CATARINA
3357;FACULDADE DO SERTAO
3358;FACULDADE CIENTIFICA DA BAHIA
3359;FESC FACULDADE DO EXTREMO SUL CATARINENSE
3360;INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO
3361;INSTITUTO SUPERIOR DE EDUCACAO
3362;INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS APLICADAS
3363;FACULDADE GUARAÍ
3364;FACULDADE DE ENFERMAGEM DE CARATINGA
3365;FACULDADE SÃO FRANCISCO DE JUAZEIRO
3366;FACULDADE DE CIENCIAS GERENCIAIS DE OLIVEIRA
3367;INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA
3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS
3369;FACULDADE DE CIENCIAS HUMANAS E SOCIAIS GEREMARIO DANTAS
3370;ESCOLA DOMINICANA DE TEOLOGIA
3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS
3372;CENTRO UNIVERSITÁRIO DE LAVRAS
3373;INSTITUTO SUPERIOR DE EDUCACAO DE FORMIGA
3374;FACULDADE PAUL SABATIER DE EDUCACAO
3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO
3376;FACULDADE DE TEOLOGIA INTEGRADA
3377;FACULDADE MONTESSORIANO DE SALVADOR
3378;FACULDADE CENECISTA DE RECIFE
3379;INSTITUTO DE EDUCACAO SUPERIOR SERRANO IESSER
3380;FACULDADE MISSIONEIRA DO PARANÁ
3381;UNITEC FACULDADE TECNOLOGICA E CIENTIFICA DE UNAI
3382;ESCOLA SUPERIOR DE ENFERMAGEM E PEDAGOGIA MARIA PASTOR
3383;INSTITUTO SUPERIOR DE EDUCACAO SAGRA ISAGRA
3384;FACULDADE SAGRA
3385;FACULDADE DE DIREITO PROFESSOR PEDRO ALEIXO
3386;FACULDADE DE ADMINISTRACAO DE EMPRESAS UNITECH
3387;FACULDADE NACIONAL DE JOINVILLE
3388;FACULDADE PARAÍSO DO CEARÁ
3389;FACULDADE RAÍZES
3390;FACULDADE DE DIREITO DO ICESP
3391;INSTITUTO SUPERIOR DE EDUCACAO NOVA VIDA
3392;FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA
3393;FACULDADE DE ENSINO SUPERIOR DOM BOSCO
3394;FACULDADE VALE DO IPIRANGA
3395;FACULDADE EDUCIONAL SUL PARANAENSE
3396;FACULDADE LS
3397;FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS
3398;FACULDADE DE CIENCIAS DO ESTADO DO CEARA
3399;FACULDADE DE TUBARAO
3400;FACULDADE DE SAÚDE DE SÃO PAULO
3401;FACULDADE DE ITAPECERICA DA SERRA
3402;FACULDADE ANGLICANA DE NEGOCIOS
3403;INSTITUTO SUPERIOR DE EDUCACAO RUI BARBOSA ISURB
3404;FACULDADE DE FILOSOFIA
3405;FACULDADE RUI BARBOSA
3406;FACULDADE CANDIDO RONDON
3407;IESEMA INSTITUTO SUPERIOR DE EDUCACAO DA MATA ALAGOANA
3408;FACULDADE AMAZONIA DE RORAIMA
3409;FACULDADE DE CIENCIAS DA SAUDE CRISTO REI
3410;INSTITUTO DE EDUCACAO SUPERIOR FATEV
3411;FACULDADE EÇA DE QUEIROS
3412;FACULDADE DO INTERIOR PAULISTA DE TANABI
3413;ISEMP INSTITUTO SUPERIOR DE EDUCACAO DA MATA PERNAMBUCANA
3414;FACULDADE DO ENTORNO DE BRASILIA FAEB
3415;FACULDADE DE TECNOLOGIA DE CAXIAS DO SUL
3416;FACULDADE JK DO GAMA
3417;FACULDADE DO CENTRO DE SAO PAULO
3418;FACULDADE VALE DO CARIRI
3419;FACULDADE CHROMOS
3420;INSTITUTO SUPERIOR DE EDUCACAO DE CAMPOS GERAIS
3421;FACULDADE DE MANDAGUACU
3422;FACULDADE TEOLOGICA DE MINAS GERAIS
3423;FACULDADE DE ADMINISTRACAO DE NOVO PROGRESSO
3424;FACULDADE DE LAGES
3425;FACETE FACULDADE DE ARTES CIENCIAS E TECNOLOGIAS DE EUNAPOLIS
3426;ESCOLA SUPERIOR DE CIENCIAS TRADICIONAIS E AMBIENTAIS
3427;FACULDADE JOSÉ AUGUSTO VIEIRA
3428;FACULDADE ALFA
3429;FACULDADE RIO DAS CONTAS FAC RIO
3430;FACULDADE DE MARKETING E NEGÓCIOS
3431;FACULDADE DO SERIDÓ
3432;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS
3433;INSTITUTO SUPERIOR DE EDUCAÇÃO INTERLAGOS
3434;FACULDADE DE SAÚDE IBITURUNA
3435;INSTITUTO SUPERIOR DE EDUCACAO NORTE MINEIRO
3436;Faculdade de Araraquara
3437;FACULDADE DO LITORAL CATARINENSE
3438;FACULDADE MASTER DE PALMAS
3439;FACULDADE MASTER DE PARAUAPEBAS
3440;FACULDADE MASTER DE SANTAREM
3441;FACULDADE MASTER DE MARABA
3442;INSTITUTO DE ENSINO ALVARES DE AZEVEDO
3443;FACULDADE INEDI
3444;FACULDADE DE CIENCIAS BIOLOGICAS E SOCIAIS APLICADAS JEFFERSON JORGE SALOMAO
3445;FACULDADE JOAO DO VALE
3446;INSTITUTO SUPERIOR DE EDUCACAO JOAO DO VALE
3447;FACULDADES SANTAMARIA
3448;INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA
3449;TRECSON FACULDADE DE CIENCIAS SOCIAIS APLICADAS
3450;FACULDADES MASTER
3451;INSTITUTO SUPERIOR DE EDUCACAO DO LITORAL CATARINENSE
3453;FACULDADE JUSCELINO KUBTSCHEK GUARA
3454;FACULDADES LEONEL AGUIAR
3455;FACULDADE DE EDUCACAO EXPOVEST
3456;FACULDADE POLITÉCNICA DE CAMPINAS
3457;FESC FACULDADE DO EXTREMO SUL CATARINENSE
3458;ACADEMIA TEOLOGICA DA GRACA DE DEUS
3459;INSTITUTO DE ENSINO SUPERIOR E PESQUISA
3460;INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE ITUIUTABA
3461;FACULDADE DE FILOSOFIA DE PASSOS
3462;FACULDADE DE ENFERMAGEM DE PASSOS
3463;FACULDADE DE DIREITO DE PASSOS
3464;FACULDADE DE ENGENHARIA DE PASSOS
3465;FACULDADE DE INFORMÁTICA DE PASSOS
3466;FACULDADE DE SERVIÇO SOCIAL DE PASSOS
3467;FACULDADE DE NUTRIÇÃO DA FUNDAÇÃO DE ENSINO SUPERIOR DE PASSOS
3468;FACULDADE DE ENGENHARIA DO TRIANGULO MINEIRO
3469;FACULDADE DE ADMINISTRAÇÃO DE PASSOS
3470;FACULDADE EDUCAÇÃO FÍSICA DE PASSOS
3471;FACULDADE DE MODA DE PASSOS
3472;INSTITUTO SUPERIOR DE EDUCAÇÃO DE PASSOS
3473;FACULDADE DE FILOSOFIA, CIENCIAS E LETRAS DE CARANGOLA
3474;FACULDADE DE CIENCIAS EXATAS
3475;INSTITUTO SUPERIOR DE EDUCACAO DE CARANGOLA
3476;FACULDADE DE FILOSOFIA E LETRAS DE DIAMANTINA
3477;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION
3478;FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA
3479;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION
3480;FACULDADE DE CIÊNCIAS JURÍDICAS DE DIAMANTINA
3481;INSTITUTO SUPERIOR DE EDUCACAO DE DIAMANTINA
3482;INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS
3483;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO
3484;FACULDADE DE CIENCIAS GERENCIAIS
3485;INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO
3486;INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITUIUTABA
3487;FACULDADE SENACRS
3488;Centro de Ensino Superior de Conselheiro Lafaiete
3489;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE CONSELHEIRO LAFAIETE
3490;FACULDADE DE ENGENHARIA ELETRICA DE CONSELHEIRO LAFAIETE
3491;FACULDADE EVANGELICA DO BRASIL FAEB
3492;FACULDADE DE DIREITO DO PIAUI
3493;FACULDADE PROJETO DIDATICO
3494;FACULDADE GUAJARAENSE DE EDUCACAO E CULTURA
3495;FACULDADE PINHALZINHO
3496;INSTITUTO NACIONAL DE DESENVOLVIMENTO HUMANO
3497;FACULDADE BRASILIENSE DE DIREITO FADIR
3498;FACULDADE DE ARTES TECNOLOGIA E NEGOCIOS
3499;INSTITUTO BOLSA DE VALORES
3500;FACULDADE DO SERTAO BAIANO FASB
3501;FACULDADE DE ADMINISTRAÇÃO DE SANTO ANTÔNIO DO MONTE
3502;FACULDADE DA FRONTEIRA - FAF
3503;FACUDADE DA CIENCIA DA SAUDE
3504;ESCOLA DE ENSINO SUPERIOR DE BRASILANDIA DE MINAS
3505;INSTITUTO SUPERIOR DE EDUCACAO DE JACUTINGA
3506;FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE
3507;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS IBRAFEM
3508;FACULDADE SANTO ANTONIO DE QUEIMADAS
3509;FACULDADE VICENTINA - FAVI
3510;UNASP FACULDADE DO SERVIDOR PUBLICO
3511;FACULDADES COMUNITARIA UNIDAS
3512;ILES INSTITUTO LOGOS DE EDUCACAO E ENSINO SUPERIOR
3513;FACULDADE DE PRESIDENTE VENCESLAU
3514;FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES
3515;FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO
3516;FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO
3517;FACULDADE IEGS
3518;FACULDADE JANGADA
3519;FACULDADE DE CIENCAS GERENCIAIS DO ALTO PARAOPEBA
3520;INSTITUTO DE EDUCACAO SUPERIOR SANTA MARIA IESSAM
3521;FACULDADE EXPOENTE DE EDUCACAO E PESQUISA
3522;FACULDADE CATÓLICA DE POUSO ALEGRE
3523;FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO
3524;UNIBUSINESS FACULDADE INTERNACIONAL DE EDUCACAO E GERENCIA
3525;FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB
3526;INSTITUTO DE ENSINO SUPERIOR MIGUEL DE CERVANTES
3527;FACULDADE CATÓLICA DOM AQUINO DE CUIABÁ
3528;FACULDADES CATOLICAS DE FRANCA
3529;CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA
3530;FACULDADE DE NANUQUE
3531;FACULDADE CACHOEIRO DE ITAPEMIRIM
3532;FACULDADE DO OESTE CATARINENSE
3533;FACULDADE CERES
3534;FACULDADE BRASILEIRA DE ENSINO SUPERIOR E TECNOLOGIA FABEST
3535;FACULDADE PAULISTA DE CIENCIAS FARMACEUTICAS
3536;FACULDADE DE TEOLOGIA EVANGÉLICA EM CURITIBA - FATEV
3537;INSTITUTO BRASILEIRO DE MODA
3538;FACULDADES INTEGRADAS SÉVIGNÉ
3539;FACULDADE SANTA LUCIA MOGI GUACU
3540;UNIAO DE FACULDADES DE ADMINISTRACAO PUBLICA UNIFAP
3541;FACULDADE ANGLICANA DE TAPEJARA
3542;INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS
3543;FACULDADE NOVO HAMBURGO
3544;FACULDADE DE FISIOTERAPIA MACHADO DE ASSIS
3546;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE BARRA
3547;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE ITABUNA
3548;FACULDADE SUICA DE HOTELARIA DE JOINVILLE S A
3549;FACULDADE NACIONAL SÊNIOR
3550;FACULDADE SAO FRANCISCO DE CAJAZEIRAS
3551;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE BARREIRAS
3552;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE TEIXEIRA DE FREITAS
3553;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE VALENCA
3554;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE JACOBINA
3555;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE ALAGOINHAS
3556;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE SALVADOR
3557;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE IRECE
3558;FACULDADE INTEGRADA DE ADMINISTRACAO PUBLICA DE IPIRA
3559;FACULDADE DE PORANGATU
3560;FACULDADE DE CIENCIAS DA SAUDE DE CAMPINA GRANDE
3561;FACULDADE SANTA RITA
3562;FACULDADE DE ODONTOLOGIA RORAIMA
3563;FACULDADE DE ODONTOLOGIA RIO BRANCO
3564;FACULDADE MORENENSE DE EDUCACAO FAM
3565;FACULDADE MORENENSE DE EDUCACAO FAM
3566;FACULDADE PAULO FREIRE
3567;FMV FACULDADE METROPOLITANA DE VITORIA
3568;FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL
3569;INSTITUTO SUPERIOR DE EDUCACAO DE MANHUACU
3570;FACULDADE DE CIENCIAS E EDUCACAO DE SAO SIMAO
3571;FACULDADE DOS INCONFIDENTES
3572;FACULDADE DE DIREITO DA ACADEMIA BRASILEIRA DE CIENCIAS JURIDICAS E SOCIAIS
3573;FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA
3574;UNIAO DE FACULDADES DE PARAISO UNIFAP
3575;FACULDADE ATIVA
3576;FACULDADE DE ENSINO SUPERIOR DO LITORAL SUL FASUL
3577;FACULDADE DE ALTOS ESTUDOS DA BAHIA FAE
3578;FACULDADE DE CIENCIAS FARMACEUTICAS DO PANTANAL
3579;INSTITUTO LUTERANO DE EDUCACAO SUPERIOR DO PARECIS
3580;FACULDADE DE EDUCACAO CIENCIAS SOCIAIS E DA SAUDE SESI TO
3581;FACULDADE DE ENSINO TECNOLOGICO FILADELFIA
3582;FACULDADE PORTO CALVO
3583;ESCOLAS SUPERIORES DE ADMINISTRACAO GEOGRAFIA E CURSO NORMAL SUPERIOR
3584;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ
3585;FACULDADE SANTA CRUZ
3586;FACULDADE OXFORD DO BRASIL
3587;FACULDADE DIOCESANA SÃO JOSÉ
3588;FACULDADE DOM PEDRO II
3589;FACULDADE TEOREMA
3590;FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA
3591;INSTITUTO SUPERIOR DE EDUCACAO DE MACAPARANA
3593;FACULDADE DE CHAPECO
3594;FACULDADE DE CIENCIA, TECNOLOGIA E EDUCACAO
3595;INSTITUTO SUPERIOR DE EDUCACAO DE SANTA MARIA DA VITORIA
3596;FACULDADE AMÉRICA LATINA
3597;FACULDADE DE ENSINO SUPERIOR DE SANTA CRUZ DO CAPIBARIBE
3598;FACULDADE DE IRATI
3599;FACULDADE DE ITAPEMA FAI
3600;FACULDADE DO LITORAL PAULISTA
3601;FACULDADE DE TAPEJARA FATAP
3602;FACULDADES INTEGRADAS DO BRASIL
3603;FACULDADES INTEGRADAS TORRICELLI
3604;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CARIACICA
3605;FACULDADE DE CIENCIAS COMUNICACOES E TECNOLOGIAS DE PESQUEIRA FACCIP
3606;INSTITUTO SUPERIOR DE EDUCACAO PRESBITERIANO VALE DO TOCANTINS
