cod_mun_ibge	cod_mun_mdic
5108303	5108303
5108501	5108501
5103858	5103858
5106208	5106208
5106307	5106307
5106455	5106455
5100359	5100359
5101852	5101852
5102694	5102694
5103353	5103353
5105309	5105309
5106315	5106315
5106778	5106778
5107180	5107180
5107354	5107354
5107743	5107743
5107776	5107776
5107859	5107859
5107883	5107883
5108600	5108600
5100201	5100201
5102603	5102603
5102702	5102702
5106174	5106174
5106257	5106257
5106281	5106281
5107065	5107065
5107792	5107792
5101001	5101001
5101803	5101803
5103106	5103106
5103361	5103361
5105507	5105507
5106182	5106182
5106752	5106752
5108352	5108352
5101704	5101704
5103452	5103452
5106232	5106232
5106851	5106851
5107958	5107958
5101258	5101258
5103809	5103809
5103957	5103957
5104500	5104500
5105002	5105002
5105234	5105234
5105622	5105622
5106828	5106828
5107107	5107107
5107156	5107156
5107206	5107206
5107750	5107750
5100508	5100508
5101308	5101308
5106000	5106000
5107263	5107263
5108857	5108857
5100102	5100102
5104906	5104906
5107701	5107701
5103007	5103007
5103403	5103403
5106109	5106109
5107800	5107800
5108402	5108402
5101605	5101605
5102504	5102504
5103437	5103437
5106505	5106505
5102678	5102678
5107040	5107040
5101209	5101209
5103908	5103908
5104203	5104203
5106653	5106653
5106703	5106703
5107008	5107008
5107198	5107198
5108105	5108105
5108204	5108204
5103601	5103601
5104609	5104609
5104807	5104807
5105200	5105200
5106372	5106372
5107297	5107297
5107404	5107404
5107602	5107602
5100300	5100300
5100409	5100409
5100607	5100607
5206404	5306404
5214002	5314002
5214051	5314051
5214838	5314838
5215256	5315256
5220207	5320207
5221577	5321577
5202155	5302155
5202502	5302502
5203807	5303807
5207535	5307535
5208905	5308905
5211008	5311008
5212204	5312204
5212956	5312956
5219258	5319258
5201702	5301702
5202353	5302353
5203104	5303104
5203401	5303401
5207105	5307105
5213707	5313707
5217203	5317203
5200555	5300555
5200829	5300829
5203575	5303575
5204656	5304656
5204706	5304706
5204953	5304953
5207501	5307501
5208103	5308103
5212808	5312808
5213087	5313087
5213772	5313772
5214101	5314101
5214606	5314606
5214879	5314879
5218003	5318003
5219605	5319605
5219704	5319704
5221452	5321452
5221601	5321601
5200605	5300605
5204904	5304904
5205307	5305307
5205521	5305521
5213509	5313509
5214903	5314903
5220009	5320009
5221080	5321080
5203203	5303203
5205000	5305000
5205406	5305406
5208608	5308608
5209291	5309291
5209457	5309457
5209804	5309804
5210158	5310158
5210901	5310901
5211206	5311206
5213855	5313855
5214705	5314705
5214861	5314861
5216908	5316908
5218607	5318607
5218706	5318706
5218904	5318904
5219357	5319357
5219456	5319456
5220157	5320157
5220280	5320280
5221700	5321700
5201108	5301108
5201603	5301603
5203609	5303609
5204854	5304854
5205208	5305208
5206800	5306800
5209606	5309606
5210000	5310000
5210406	5310406
5210562	5310562
5210604	5310604
5211404	5311404
5211800	5311800
5212055	5312055
5215009	5315009
5215405	5315405
5216809	5316809
5219506	5319506
5219902	5319902
5221007	5321007
5200902	5300902
5204201	5304201
5205703	5305703
5207600	5307600
5210208	5310208
5210307	5310307
5211602	5311602
5212006	5312006
5213400	5313400
5215207	5315207
5200159	5300159
5200852	5300852
5201306	5301306
5202601	5302601
5202809	5302809
5203939	5303939
5207808	5307808
5213905	5313905
5214408	5314408
5219001	5319001
5219100	5319100
5220108	5320108
5221502	5321502
5200050	5300050
5201405	5301405
5201801	5301801
5203302	5303302
5203559	5303559
5204557	5304557
5208400	5308400
5208707	5308707
5208806	5308806
5209200	5309200
5209705	5309705
5212303	5312303
5214507	5314507
5219738	5319738
5220454	5320454
5221197	5321197
5221403	5321403
5200803	5300803
5203962	5303962
5206701	5306701
5207907	5307907
5208301	5308301
5209408	5309408
5209903	5309903
5212709	5312709
5218300	5318300
5219803	5319803
5220686	5320686
5220702	5320702
5200100	5300100
5200175	5300175
5200258	5300258
5200308	5300308
5204003	5304003
5205497	5305497
5205513	5305513
5205802	5305802
5206206	5306206
5208004	5308004
5212501	5312501
5213053	5313053
5215231	5315231
5215603	5315603
5217302	5317302
5217609	5317609
5219753	5319753
5221858	5321858
5222203	5322203
5222302	5322302
5201454	5301454
5201504	5301504
5204409	5304409
5205059	5305059
5205471	5305471
5207253	5307253
5211909	5311909
5213004	5313004
5213103	5313103
5213756	5313756
5215652	5315652
5216452	5316452
5218102	5318102
5218805	5318805
5219308	5319308
5219407	5319407
5219712	5319712
5220504	5320504
5200134	5300134
5204607	5304607
5205455	5305455
5207352	5307352
5207402	5307402
5209952	5309952
5211701	5311701
5215702	5315702
5215900	5315900
5216403	5316403
5220058	5320058
5221551	5321551
5221908	5321908
5200209	5300209
5200506	5300506
5203500	5303500
5203906	5303906
5204250	5304250
5204508	5304508
5206503	5306503
5209101	5309101
5209937	5309937
5211503	5311503
5212105	5312105
5212600	5312600
5212907	5312907
5213806	5313806
5216007	5316007
5217104	5317104
5217708	5317708
5218052	5318052
5218391	5318391
5218789	5318789
5222054	5322054
5206305	5306305
5208152	5308152
5215306	5315306
5215801	5315801
5217401	5317401
5219209	5319209
5220264	5320264
5220603	5320603
5221809	5321809
5222005	5322005
5201207	5301207
5204805	5304805
5205109	5305109
5205901	5305901
5206602	5306602
5206909	5306909
5208509	5308509
5210109	5310109
5214804	5314804
5215504	5315504
5221304	5321304
5204102	5304102
5204300	5304300
5209150	5309150
5210802	5310802
5211305	5311305
5212253	5312253
5216304	5316304
5218508	5318508
5220405	5320405
5300108	5400108
